"ID odgovora","Datum prosleđivanja","Poslednja strana","Početni jezik","Datum početka","Datum poslednje akcije","IP adresa","Molimo vas da označite svoj pol. []","Molimo Vas da označite svoju ulogu u današnjoj poseti veb-sajta Odseka. []","Koliko često posećujete veb-sajt Odseka za psihologiju? []","Koliko vremena provedete na veb-sajtu Odseka prilikom tipične posete? []","Kakav je vaš opšti utisak vezan za korišćenje veb-sajta Odseka za psihologiju? []","{if(is_empty(hidden), rand(1, 100), hidden)}","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Opšti izgled i dizajn veb-sajta je atraktivan.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Uvek znam gde mogu da pronađem informaciju koju tražim.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Bilo mi je lako da naučim kako da se krećem kroz veb-sajt.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Informacije koje se nude na veb-sajtu su korisne, potpune i jasne.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Opis ponuđen na stranicama predmeta mi je veoma koristan prilikom odabira izbornih predmeta.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [U odeljku Aktuelnosti i vesti pronalazim korisne informacije.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Informacije koje se nude na veb-sajtu se redovno ažuriraju.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Lako i brzo mogu da rezervišem termin za eksperimente.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Zadovoljan sam brzinom učitavanja stranica veb-sajta.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Početna stranica veb-sajta mi daje jednosavan uvid u njegovu strukturu i logiku korišćenja.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Mislim da budući studenti Odseka mogu lako da nauče kako da koriste veb-sajt.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Bilo mi je lako da naučim kako da se krećem kroz veb-sajt.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Opšti izgled i dizajn veb-sajta je atraktivan.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Informacije koje se nude na veb-sajtu su korisne, potpune i jasne.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [U odeljku Aktuelnosti i vesti pronalazim korisne informacije.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Veb-sajtu češće pristupam sa mobilnih uređaja nego sa računara.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Jezik/terminologija koji se koristi u sadržaju su laki za čitanje i razumevanje.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Uvek znam gde mogu da pronađem informaciju koju tražim.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Opis ponuđen na stranicama predmeta mi je veoma koristan prilikom odabira izbornih predmeta.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Lako i brzo mogu da rezervišem termin za eksperimente.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Informacije koje se nude na veb-sajtu se redovno ažuriraju.]","Molimo vas da ocenite različite aspekte korišćenja veb-sajta Odseka tako što ćete izraziti stepen slaganja sa sledećim tvrdnjama. [Zadovoljan sam brzinom učitavanja stranica veb-sajta.]","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Da li ste naišli na neki problem ili ste imali negativno iskustvo prilikom korišćenja veb-sajta? Ako jeste, koje?","Koju vrstu informacija bi, po vašem mišljenu, trebalo dodati na veb-sajt?","Da li imate neke konkretne sugestije za poboljšanje veb-sajta Odseka za psihologiju?","Ukupno vreme","Vreme grupe: Molim Vas odgovorite na sledeća pitanja","Vreme pitanja: DemografskePol","Vreme pitanja: Demografske","Vreme pitanja: zaAnalytics1","Vreme pitanja: vreme","Vreme pitanja: zaAnalzticsMozda","Vreme pitanja: hidden","Vreme grupe: Molim Vas obeležite stepen slaganja na sledeća pitanja.","Vreme pitanja: MatrixVSsingle","Vreme pitanja: MatrixVSsingleDruga","Vreme grupe: Molim Vas napišite Vaš odgovor na sledeća pitanja.","Vreme pitanja: textboxPrvi","Vreme pitanja: textboxDrugi","Vreme pitanja: textboxTreci","Vreme grupe: Molim Vas napišite Vaš odgovor na sledeća pitanja.","Vreme pitanja: textboxPrvimali","Vreme pitanja: textboxDrugimali","Vreme pitanja: textboxTrecimali"
"18","2019-07-30 12:43:10","1","sr-Latn","2019-07-30 12:40:40","2019-07-30 12:43:10","77.46.195.62","Ženski","Student Odseka","Nekoliko puta mesečno","Manje od 5 minuta","Neutralan","38","Uglavnom se ne slažem","Uglavnom se ne slažem","Uglavnom se ne slažem","Nedolučan/na sam","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se ne slažem","Nedolučan/na sam","Nedolučan/na sam","Uglavnom se ne slažem","Nedolučan/na sam","Uglavnom se slažem","Uglavnom se slažem","","","","","","","","","","","","","","","","","","","","94.2","","","","","","","","","","","","","","","","","",""
"19","2019-07-30 12:43:05","1","sr-Latn","2019-07-30 12:40:53","2019-07-30 12:43:05","188.120.116.148","Ženski","Student Odseka","Nekoliko puta mesečno","Manje od 5 minuta","Neutralan","67","","","","","","","","","","","","","","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Nedolučan/na sam","Uglavnom se ne slažem","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se slažem","Nedolučan/na sam","Nedolučan/na sam","Uglavnom se ne slažem","","","","","","","131.07","","","","","","","","","","","","","","","","","",""
"20","","1","sr-Latn","2019-07-30 12:41:09","2019-07-30 12:41:09","109.245.111.101","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"21","","1","sr-Latn","2019-07-30 12:43:07","2019-07-30 12:43:07","188.120.116.148","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"22","","1","sr-Latn","2019-07-30 13:14:48","2019-07-30 13:14:48","109.245.36.120","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"23","2019-07-30 13:22:48","1","sr-Latn","2019-07-30 13:20:30","2019-07-30 13:22:48","87.116.181.98","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Neutralan","91","","","","","","","","","","","","","","Uglavnom se slažem","Uglavnom se ne slažem","Nedolučan/na sam","Uopšte se ne slažem","Nedolučan/na sam","Nedolučan/na sam","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","Uopšte se ne slažem","Uopšte se ne slažem","Nedolučan/na sam","Uglavnom se slažem","","","","","","","138.17","","","","","","","","","","","","","","","","","",""
"24","","1","sr-Latn","2019-07-30 13:22:56","2019-07-30 13:22:56","87.116.181.98","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"25","2019-07-30 13:24:46","1","sr-Latn","2019-07-30 13:23:28","2019-07-30 13:24:46","79.101.17.181","Ženski","Student Odseka","Nekoliko puta u semestru","Manje od 5 minuta","Uglavnom pozitivan","13","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","Nedolučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uopšte se ne slažem","","","","","","","","","","","","","","","","","","","","78.45","","","","","","","","","","","","","","","","","",""
"26","","1","sr-Latn","2019-07-30 13:23:50","2019-07-30 13:23:50","109.92.79.90","","","","","","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"27","","1","sr-Latn","2019-07-30 13:24:47","2019-07-30 13:24:47","94.69.78.19","","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"28","2019-07-30 13:27:52","1","sr-Latn","2019-07-30 13:26:01","2019-07-30 13:27:52","212.200.33.81","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","22","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","","","","","","","","","","","","","","","","","","","","111.34","","","","","","","","","","","","","","","","","",""
"29","2019-07-30 13:51:05","1","sr-Latn","2019-07-30 13:47:47","2019-07-30 13:51:05","212.200.181.204","Ženski","Student Odseka","Nekoliko puta mesečno","Između 5 i 15 minuta","Uglavnom pozitivan","28","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Nedolučan/na sam","Potpuno se slažem","Potpuno se slažem","Nedolučan/na sam","Potpuno se slažem","Potpuno se slažem","Uglavnom se ne slažem","","","","","","","","","","","","","","","","","","","","197.82","","","","","","","","","","","","","","","","","",""
"30","2019-07-30 13:52:58","1","sr-Latn","2019-07-30 13:50:10","2019-07-30 13:52:58","178.79.31.56","Muški","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Uglavnom pozitivan","81","","","","","","","","","","","","","","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Uglavnom se slažem","Uglavnom se slažem","Uopšte se ne slažem","Potpuno se slažem","Uglavnom se slažem","Nedolučan/na sam","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","","","","","","","167.83","","","","","","","","","","","","","","","","","",""
"31","","1","sr-Latn","2019-07-30 13:56:10","2019-07-30 13:56:10","87.250.224.81","","","","","","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"32","2019-07-30 15:25:48","1","sr-Latn","2019-07-30 15:24:14","2019-07-30 15:25:48","93.87.180.182","Ženski","Student Odseka","Barem jednom nedeljno","Između 5 i 15 minuta","Veoma pozitivan","34","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","Uglavnom se slažem","Potpuno se slažem","Potpuno se slažem","Potpuno se slažem","","","","","","","","","","","","","","","","","","","","93.16","","","","","","","","","","","","","","","","","",""
"33","","1","sr-Latn","2019-07-30 15:25:51","2019-07-30 15:25:51","93.87.180.182","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"34","","1","sr-Latn","2019-07-30 17:31:58","2019-07-30 17:31:58","46.135.20.219","","","","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"35","2019-07-30 17:38:54","1","sr-Latn","2019-07-30 17:35:25","2019-07-30 17:38:54","77.111.247.151","Ženski","Student Odseka","Barem jednom nedeljno","Manje od 5 minuta","Neutralan","34","Uglavnom se slažem","Nedolučan/na sam","Uglavnom se slažem","Uglavnom se slažem","Nedolučan/na sam","Uglavnom se slažem","Uglavnom se ne slažem","Uglavnom se ne slažem","Nedolučan/na sam","Nedolučan/na sam","Nedolučan/na sam","Uglavnom se slažem","Uopšte se ne slažem","","","","","","","","","","","","","","U npr slucaju izbacivanja rezultata ispita, poslednji rezultat na listi relativno brzo nestane usled objavljivanja novih. Bilo bi dobro da se ,,starije"" objave mogu duze pronaci na sajtu.","/","/","","","","210","","","","","","","","","","","","","","","","","",""
